	VFID	VF_Name	Bacteria	VFCID	VFcategory	ESKAPE	fasID	Virulence_factor
1256	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1607
1257	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxCC14
1258	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1639
1259	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1665
1260	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cem9
1261	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1677
1262	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1685
1263	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cetCb5
1264	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cetCb6
1265	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxDFB5/cig57
1266	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1754
1267	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxH3
1268	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1789
1269	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1790
1270	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1794
1271	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1818
1272	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxH4/cig61
1273	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxDFB6
1274	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cem12
1275	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cem13
1276	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_2016
1277	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_2028
1278	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxCC15
1279	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_2056
1280	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_2076
1281	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	coxFIC1
1282	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeA
1283	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeB
1284	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeC/coxU3
1285	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeD
1286	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeE
1287	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeF
1288	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeG
1289	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cpeH
1290	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUD_RS12405
1291	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUD_RS05145
1292	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUD_RS11275
1293	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUD_RS06720*
1294	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUD_RS08635
1295	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUK_RS06760
1296	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUG_RS02435
1297	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_0122
1298	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_0183
1299	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_0534
1300	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1268
1301	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1349
1302	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1493
1303	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1530
1304	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1614
1305	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1752
1306	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1819
1307	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBU_1863
1308	VF0696	T4SS secreted effectors	Coxiella burnetii	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	CBUA0020
1309	VF0355	Ace	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	ace
1310	VF0352	AS	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	prgB/asc10
1311	VF0352	AS	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	EF0149
1312	VF0352	AS	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	EF0485
1313	VF0352	AS	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	asa1
1314	VF0362	BopD	Enterococcus faecalis	VFC0271	Biofilm	Negative	VFG048215(gb|WP_012105311)	bopD
1315	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsK
1316	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsJ
1317	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsI
1318	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsH
1319	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsG
1320	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsF
1321	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsE
1322	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsD
1323	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsC
1324	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsB/cdsA
1325	VF0361	Capsule	Enterococcus faecalis	VFC0258	Immune modulation	Negative	VFG048215(gb|WP_012105311)	cpsA/uppS
1326	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylR1
1327	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylB
1328	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylA
1329	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylI
1330	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylR2
1331	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylL
1332	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylS
1333	VF0356	Cytolysin	Enterococcus faecalis	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	cylM
1334	VF0538	Ebp pili	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	ebpA
1335	VF0538	Ebp pili	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	ebpB
1336	VF0538	Ebp pili	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	ebpC
1337	VF0538	Ebp pili	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	srtC
1338	VF0354	EfaA	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	efaA
1339	VF0353	Esp	Enterococcus faecalis	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	esp
1340	VF0360	Fsr	Enterococcus faecalis	VFC0271	Biofilm	Negative	VFG048215(gb|WP_012105311)	fsrC
1341	VF0360	Fsr	Enterococcus faecalis	VFC0271	Biofilm	Negative	VFG048215(gb|WP_012105311)	fsrB
1342	VF0360	Fsr	Enterococcus faecalis	VFC0271	Biofilm	Negative	VFG048215(gb|WP_012105311)	fsrA
1343	VF0357	Gelatinase	Enterococcus faecalis	VFC0251	Exoenzyme	Negative	VFG048215(gb|WP_012105311)	gelE
1344	VF0359	Hyaluronidase	Enterococcus faecalis	VFC0251	Exoenzyme	Negative	VFG048215(gb|WP_012105311)	EF0818
1345	VF0359	Hyaluronidase	Enterococcus faecalis	VFC0251	Exoenzyme	Negative	VFG048215(gb|WP_012105311)	EF3023
1346	VF0358	SprE	Enterococcus faecalis	VFC0251	Exoenzyme	Negative	VFG048215(gb|WP_012105311)	sprE
1347	VF0419	Acm	Enterococcus faecium	VFC0001	Adherence	Positive	VFG048215(gb|WP_012105311)	acm
1348	VF0539	EcbA	Enterococcus faecium	VFC0001	Adherence	Positive	VFG048215(gb|WP_012105311)	ecbA/fss3
1349	VF0418	Scm	Enterococcus faecium	VFC0001	Adherence	Positive	VFG048215(gb|WP_012105311)	scm
1350	VF0540	SgrA	Enterococcus faecium	VFC0001	Adherence	Positive	VFG048215(gb|WP_012105311)	sgrA
1351	VF0212	Afa/Dr family	Escherichia coli (DAEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	draE2
1352	VF0214	AAFs	Escherichia coli (EAEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	aafB
1353	VF0214	AAFs	Escherichia coli (EAEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	aafC
1354	VF0214	AAFs	Escherichia coli (EAEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	aafD
1355	VF0214	AAFs	Escherichia coli (EAEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	aafA
1356	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aap
1357	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aatP
1358	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aatA
1359	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aatB
1360	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aatC
1361	VF0215	Dispersin	Escherichia coli (EAEC)	VFC0346	Others	Negative	VFG048215(gb|WP_012105311)	aatD
1362	VF0216	EAST1	Escherichia coli (EAEC)	VFC0235	Exotoxin	Negative		
1363	VF0217	Pet	Escherichia coli (EAEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	pet
1364	VF0218	Pic	Escherichia coli (EAEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	pic
1365	VF0219	ShET1	Escherichia coli (EAEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	set1A
1366	VF0219	ShET1	Escherichia coli (EAEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	set1B
1367	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuS
1368	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuA
1369	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuT
1370	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuW
1371	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuX
1372	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuY
1373	VF0234	Chu	Escherichia coli (EHEC)	VFC0272	Nutritional/Metabolic factor	Negative	VFG048215(gb|WP_012105311)	chuU
1374	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	yagY/ecpB
1375	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	ykgK/ecpR
1376	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	yagZ/ecpA
1377	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	yagX/ecpC
1378	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	yagW/ecpD
1379	VF0404	ECP	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	yagV/ecpE
1380	VF0204	Efa-1/LifA	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	lifA/efa1
1381	VF0208	EspP	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espP
1382	VF0207	Hemolysin	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	hlyA
1383	VF0207	Hemolysin	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	hlyB
1384	VF0207	Hemolysin	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	hlyC
1385	VF0207	Hemolysin	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	hlyD
1386	VF0202	Intimin	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	eae
1387	VF0192	Ler	Escherichia coli (EHEC)	VFC0301	Regulation	Negative	VFG048215(gb|WP_012105311)	ler
1388	VF0194	Paa	Escherichia coli (EHEC)	VFC0001	Adherence	Negative	VFG048215(gb|WP_012105311)	paa
1389	VF0209	StcE	Escherichia coli (EHEC)	VFC0251	Exoenzyme	Negative	VFG048215(gb|WP_012105311)	stcE
1390	VF0206	Stx	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	stx1A
1391	VF0206	Stx	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	stx1B
1392	VF0206	Stx	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	stx2A
1393	VF0206	Stx	Escherichia coli (EHEC)	VFC0235	Exotoxin	Negative	VFG048215(gb|WP_012105311)	stx2B
1394	VF0203	ToxB	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	toxB
1395	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escG
1396	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escF
1397	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesD2
1398	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espD
1399	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espA
1400	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	sepL
1401	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escD
1402	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesT
1403	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesF
1404	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	sepQ/escQ
1405	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escP
1406	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escO
1407	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escN
1408	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escV
1409	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesL
1410	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escI
1411	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escJ
1412	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	sepD
1413	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escC
1414	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesD
1415	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	glrA
1416	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	glrR
1417	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	etgA
1418	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escU
1419	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escT
1420	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escS
1421	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escR
1422	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escL
1423	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escK
1424	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	cesAB
1425	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	escE
1426	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	rorf1
1427	VF0191	TTSS	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espB
1428	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espF
1429	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	tir
1430	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	map
1431	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espH
1432	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	sepZ/espZ
1433	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espG
1434	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	nleA/espI
1435	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	nleC
1436	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	nleD
1437	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espFu/tccP
1438	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espJ
1439	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espK
1440	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espL1
1441	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espL2
1442	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espL4
1443	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espM1
1444	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espM2
1445	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espO1-1
1446	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espO1-2
1447	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espR1
1448	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espR3
1449	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espR4
1450	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espW
1451	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX1
1452	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX2
1453	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX4
1454	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX5
1455	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX6
1456	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espX7/nleL
1457	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espY1
1458	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espY2
1459	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espY3
1460	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espY4
1461	VF1110	TTSS secreted effectors	Escherichia coli (EHEC)	VFC0086	Effector delivery system	Negative	VFG048215(gb|WP_012105311)	espY5
